FUNZIONARIO,NUM_FUNZIONARIO,STATO_ASSEGNAZIONE,TERRITORIO_OPERATIVO,STATO_GIRO,STATO_MERCATO,PRIORITA,SCORE,TIPO_OPPORTUNITA,TARGET,FASE_PROGETTO,OBIETTIVO_COMMERCIALE,COMUNE,DOVE_ANDRE,COSA_CERCO,PREZZO,FONTE,SELLER_SIGNAL,AZIONE,PDF_DA_VERIFICARE,URL,F1_INDIRIZZO_REMOTO_URL
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,37,INDUSTRIALE_LOGISTICA,IMMOBILE,AUTORIZZATO_PROGRAMMATO,ACQUISIZIONE CAPANNONE / MAGAZZINO,Bussoleno,INDIRIZZO DA VERIFICARE,"Bussoleno-Complesso immobiliare con varie destinazioni, ottima",PREZZO DA VERIFICARE,Capannoni logistica,NON_DETERMINATO,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,https://www.ladimoraimmobiliare.com/complesso-immobiliare-con-varie-destinazioni-ottima-opportunita-di-investimento/,
,,BACKLOG,NO,BACKLOG,POSSIBILE_USCITA,BASSA,37,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Caprie,via Roma 12,"Capannone in affitto a Caprie via Roma, 12 - TrovaCasa",PREZZO DA VERIFICARE,TrovaCasa privati,NON_DETERMINATO,VAI IN ZONA / CONTATTA PER ACQUISIZIONE CAPANNONE / MAGAZZINO,,https://www.trovacasa.it/annunci/to-tc-95641-72900561,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-C7F47EAABB71EAEA&comune=Caprie&provincia=TO&via=via+Roma&civico=12&url=https%3A%2F%2Fwww.trovacasa.it%2Fannunci%2Fto-tc-95641-72900561&titolo=Capannone+in+affitto+a+Caprie+via+Roma%2C+12+-+TrovaCasa&segnale=fonte%2Fquery+orientata+ai+privati+%7C+industriale+logistica&fonte=TrovaCasa+privati&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,RELISTED,BASSA,37,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Collegno,INDIRIZZO DA VERIFICARE,Magazzino - Cantina - Property Rentals - Collegno - Facebook,PREZZO DA VERIFICARE,Facebook Marketplace,NON_DETERMINATO,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,https://www.facebook.com/marketplace/item/862434829880128/,
,,BACKLOG,NO,BACKLOG,POSSIBILE_USCITA,BASSA,37,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Giaveno,"via Caduti sul Lavoro, 18","Capannone in affitto a Giaveno via Caduti sul Lavoro, 18",PREZZO DA VERIFICARE,TrovaCasa privati,NON_DETERMINATO,VAI IN ZONA / CONTATTA PER ACQUISIZIONE CAPANNONE / MAGAZZINO,,https://www.trovacasa.it/annunci/to-tc-48624-72879619,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-D8AF1D7D1C816515&comune=Giaveno&provincia=TO&via=via+Caduti+sul+Lavoro&civico=18&url=https%3A%2F%2Fwww.trovacasa.it%2Fannunci%2Fto-tc-48624-72879619&titolo=Capannone+in+affitto+a+Giaveno+via+Caduti+sul+Lavoro%2C+18&segnale=fonte%2Fquery+orientata+ai+privati+%7C+industriale+logistica&fonte=TrovaCasa+privati&telefono=&telefono_fonte=
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,37,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Exilles,INDIRIZZO DA VERIFICARE,Subito - CASE IN PARELLA sas - BOX A TORINO - Garage e box In affitto a,PREZZO DA VERIFICARE,Subito privati,NON_DETERMINATO,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,https://www.subito.it/garage-e-box/box-a-torino-torino-659433587.htm,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,35,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Collegno,INDIRIZZO DA VERIFICARE,Immobile di 148 m² con 5 locali a Collegno | Subito,PREZZO DA VERIFICARE,Subito privati,NON_DETERMINATO,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,https://www.subito.it/uffici-locali-commerciali/immobile-di-148-m%C2%B2-con-5-locali-a-collegno-torino-658721243.htm,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,35,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Chiomonte,INDIRIZZO DA VERIFICARE,NEGOZIO A CHIOMONTE | Subito,PREZZO DA VERIFICARE,Subito privati,NON_DETERMINATO,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,https://www.subito.it/uffici-locali-commerciali/negozio-a-chiomonte-torino-659200618.htm,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,35,UFFICIO_DIREZIONALE,IMMOBILE,AUTORIZZATO_PROGRAMMATO,ACQUISIZIONE / LOCAZIONE UFFICIO,Susa,INDIRIZZO DA VERIFICARE,Albo Pretorio Digitale - Comune Di Susa,PREZZO DA VERIFICARE,Uffici e direzionale,NON_DETERMINATO,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,https://www.servizipubblicaamministrazione.it/servizi/saturnweb/Home.aspx?TipoG=3&CE=Ss090,
,,BACKLOG,NO,BACKLOG,NEW,BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,Via Giotto,"Trilocale in vendita in Via Giotto, Grugliasco — idealista, N.1 in Italia",170000,Idealista,NON_DETERMINATO,VAI IN ZONA,,https://www.idealista.it/immobile/36683096/,
,,BACKLOG,NO,BACKLOG,NEW,BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,"Via Moncalieri, 134","Casa indipendente in vendita in Via Moncalieri, 134, Grugliasco",155000,Idealista,NON_DETERMINATO,VAI IN ZONA,,https://www.idealista.it/immobile/36727045/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-E450D0253146708F&comune=Grugliasco&provincia=TO&via=Via+Moncalieri&civico=134&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F36727045%2F&titolo=Casa+indipendente+in+vendita+in+Via+Moncalieri%2C+134%2C+Grugliasco+...&segnale=nuova+rilevazione+%7C+prezzo+rilevato&fonte=Idealista&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,NEW,BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,"Via Stampalia, 19","Bilocale in vendita in Via Stampalia, 19, Grugliasco - idealista",75000,Idealista,NON_DETERMINATO,VAI IN ZONA,,https://www.idealista.it/immobile/36719654/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-D1918B7BF0A70665&comune=Grugliasco&provincia=TO&via=Via+Stampalia&civico=19&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F36719654%2F&titolo=Bilocale+in+vendita+in+Via+Stampalia%2C+19%2C+Grugliasco+-+idealista&segnale=nuova+rilevazione+%7C+prezzo+rilevato&fonte=Idealista&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,NEW,BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,"Via Severino Doppi, 10","Trilocale in vendita in Via Severino Doppi, 10, Grugliasco - idealista",107000,Idealista,NON_DETERMINATO,VAI IN ZONA,,https://www.idealista.it/immobile/36720206/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-4BDDB0522A2B1ABD&comune=Grugliasco&provincia=TO&via=Via+Severino+Doppi&civico=10&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F36720206%2F&titolo=Trilocale+in+vendita+in+Via+Severino+Doppi%2C+10%2C+Grugliasco+-+idealista&segnale=nuova+rilevazione+%7C+prezzo+rilevato&fonte=Idealista&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,NEW,BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rosta,Viale Risorgimento s.n.c,"Trilocale in vendita in Viale Risorgimento s.n.c, Rosta Nuova, Reggio",165000,Idealista,NON_DETERMINATO,VAI IN ZONA,,https://www.idealista.it/immobile/36690618/,
,,BACKLOG,NO,BACKLOG,NEW,BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rosta,INDIRIZZO DA VERIFICARE,"Trilocale in vendita a Buco del Signore, Rosta Nuova-Pappagnocca-Buco",259000,Idealista,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.idealista.it/immobile/36724497/,
,,BACKLOG,NO,BACKLOG,NEW,BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rosta,"Viale Risorgimento, 72","Quadrilocale in vendita in Viale Risorgimento, 72, Rosta Nuova, Reggio",229000,Idealista,NON_DETERMINATO,VAI IN ZONA,,https://www.idealista.it/immobile/36679968/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-E94390376D264EBD&comune=Rosta&provincia=TO&via=Viale+Risorgimento&civico=72&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F36679968%2F&titolo=Quadrilocale+in+vendita+in+Viale+Risorgimento%2C+72%2C+Rosta+Nuova%2C+Reggio+...&segnale=nuova+rilevazione+%7C+prezzo+rilevato&fonte=Idealista&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,NEW,BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Avigliana,INDIRIZZO DA VERIFICARE,"Vendita Appartamento Avigliana. Trilocale, Buono stato, secondo piano",119000,Immobiliare.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.immobiliare.it/annunci/132168838/,
FUNZIONARIO 4,4,ASSEGNATO,SI,FERMATA_PRONTA,NEW,BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Moncenisio,Via Moncenisio,"Trilocale all'asta in Via Moncenisio, Gioia del Colle - idealista",51541,Idealista,NON_DETERMINATO,VAI IN ZONA,,https://www.idealista.it/immobile/36698933/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,NEW,BASSA,35,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Susa,INDIRIZZO DA VERIFICARE,Vendita Villa unifamiliare in Località Traduerivi 9/3 Susa. Ottimo,90000,Immobiliare.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.immobiliare.it/annunci/132181316/,
,,STORICO_NON_ATTIVO,NO,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,33,COMMERCIALE_IMMOBILE,IMMOBILE,PROGRAMMATO,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Rosta,corso Moncenisio,"Locale commerciale corso Moncenisio, Rosta, Rif. 121630696 - Immobiliare.it",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA / CONTATTA PER ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,,https://www.immobiliare.it/annunci/121630696/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,POSSIBILE_USCITA,BASSA,32,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Mattie,INDIRIZZO DA VERIFICARE,pagamento a riscatto casa Mattie - Ville singole e a schiera In vendita,40000,Subito privati,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.subito.it/ville-singole-e-a-schiera/pagamento-a-riscatto-casa-mattie-torino-657112849.htm,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,32,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villar Dora,"via Sant'Anastasio, 6","Appartamento in vendita a Villar Dora via Sant'Anastasio, 6",136000,TrovaCasa privati,NON_DETERMINATO,VAI IN ZONA,,https://www.trovacasa.it/annunci/to-tc-95641-72867715,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-9E359EDF6BBD22D7&comune=Villar+Dora&provincia=TO&via=via+Sant%27Anastasio&civico=6&url=https%3A%2F%2Fwww.trovacasa.it%2Fannunci%2Fto-tc-95641-72867715&titolo=Appartamento+in+vendita+a+Villar+Dora+via+Sant%27Anastasio%2C+6&segnale=fonte%2Fquery+orientata+ai+privati+%7C+prezzo+rilevato&fonte=TrovaCasa+privati&telefono=&telefono_fonte=
,,STORICO_NON_ATTIVO,SI,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,San Didero,Via Roma 34,Magazzino All'asta In Via Roma 34 - 10050 San Didero (TO),10500,Capannoni logistica,NON_DETERMINATO,VAI IN ZONA / CONTATTA PER ACQUISIZIONE CAPANNONE / MAGAZZINO,,https://www.immobiliallasta.it/immobili/torino/san-didero/ex8025918/magazzino-all-asta-in-via-roma-34-10050-san-didero-to,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-31343DE624D175B5&comune=San+Didero&provincia=TO&via=Via+Roma&civico=34&url=https%3A%2F%2Fwww.immobiliallasta.it%2Fimmobili%2Ftorino%2Fsan-didero%2Fex8025918%2Fmagazzino-all-asta-in-via-roma-34-10050-san-didero-to&titolo=Magazzino+All%27asta+In+Via+Roma+34+-+10050+San+Didero+%28TO%29&segnale=prezzo+rilevato+%7C+industriale+logistica&fonte=Capannoni+logistica&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Villarbasse,via San Rocco 9/B,Vendita Terratetto unifamiliare in via San Rocco 9/B Villarbasse. Da,49000,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA / CONTATTA PER ACQUISIZIONE CAPANNONE / MAGAZZINO,,https://www.immobiliare.it/annunci/124965305/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-F818EDF2E4A569AB&comune=Villarbasse&provincia=TO&via=via+San+Rocco&civico=9%2FB&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F124965305%2F&titolo=Vendita+Terratetto+unifamiliare+in+via+San+Rocco+9%2FB+Villarbasse.+Da+...&segnale=prezzo+rilevato+%7C+industriale+logistica&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,STORICO_NON_ATTIVO,NO,STORICO_NON_ATTIVO,USCITO_MERCATO,BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Caprie,via Roma 12,"Capannone via Roma 12, Caprie, Rif. 132000372 - Immobiliare.it",10000,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA / CONTATTA PER ACQUISIZIONE CAPANNONE / MAGAZZINO,,https://www.immobiliare.it/annunci/132000372/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-BB3ABF7BC9C5E1F2&comune=Caprie&provincia=TO&via=via+Roma&civico=12&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F132000372%2F&titolo=Capannone+via+Roma+12%2C+Caprie%2C+Rif.+132000372+-+Immobiliare.it&segnale=prezzo+rilevato+%7C+industriale+logistica&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Val della Torre,via Val della Torre 184,"Capannone via Val della Torre 184, Alpignano, Rif. 127148161",1800000,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA / CONTATTA PER ACQUISIZIONE CAPANNONE / MAGAZZINO,,https://www.immobiliare.it/annunci/127148161/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-3F2EEA7300803C86&comune=Val+della+Torre&provincia=TO&via=via+Val+della+Torre&civico=184&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F127148161%2F&titolo=Capannone+via+Val+della+Torre+184%2C+Alpignano%2C+Rif.+127148161+...&segnale=prezzo+rilevato+%7C+industriale+logistica&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Alpignano,"Via dei Ronchi, si propone in locazione un capannone di circa 300",Alpignano - 567 appartamenti in affito in Alpignano de Nuroa.it,59000,Capannoni logistica,NON_DETERMINATO,VAI IN ZONA / CONTATTA PER ACQUISIZIONE CAPANNONE / MAGAZZINO,,https://www.nuroa.it/affitto-case/alpignano,
FUNZIONARIO 4,4,ASSEGNATO,SI,FERMATA_PRONTA,RELISTED,BASSA,30,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Moncenisio,"Via Passo del Moncenisio, 34","Locale in vendita in Via Passo del Moncenisio, 34 - idealista",59000,Idealista,NON_DETERMINATO,VAI IN ZONA / CONTATTA PER ACQUISIZIONE CAPANNONE / MAGAZZINO,,https://www.idealista.it/immobile/36709981/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-5CCB6BF7AB393587&comune=Moncenisio&provincia=TO&via=Via+Passo+del+Moncenisio&civico=34&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F36709981%2F&titolo=Locale+in+vendita+in+Via+Passo+del+Moncenisio%2C+34+-+idealista&segnale=prezzo+rilevato+%7C+industriale+logistica&fonte=Idealista&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,NEW,BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,Via Latina,"Trilocale in vendita in Via Latina, Grugliasco — idealista, N.1 in Italia",PREZZO DA VERIFICARE,Idealista,NON_DETERMINATO,VAI IN ZONA,,https://www.idealista.it/immobile/36682684/,
,,BACKLOG,NO,BACKLOG,NEW,BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,"Corso Torino, 13","Appartamento in vendita in Corso Torino, 13, Grugliasco - idealista",PREZZO DA VERIFICARE,Idealista,NON_DETERMINATO,VAI IN ZONA,,https://www.idealista.it/immobile/36362134/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-A1FDCEF399817AF9&comune=Grugliasco&provincia=TO&via=Corso+Torino&civico=13&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F36362134%2F&titolo=Appartamento+in+vendita+in+Corso+Torino%2C+13%2C+Grugliasco+-+idealista&segnale=nuova+rilevazione&fonte=Idealista&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,NEW,BASSA,30,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,"Via Lamarmora, 214","Bilocale in vendita in Via Lamarmora, 214, Grugliasco - idealista",PREZZO DA VERIFICARE,Idealista,NON_DETERMINATO,VAI IN ZONA,,https://www.idealista.it/immobile/36290515/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-C33083E28535F7EA&comune=Grugliasco&provincia=TO&via=Via+Lamarmora&civico=214&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F36290515%2F&titolo=Bilocale+in+vendita+in+Via+Lamarmora%2C+214%2C+Grugliasco+-+idealista&segnale=nuova+rilevazione&fonte=Idealista&telefono=&telefono_fonte=
