FUNZIONARIO,NUM_FUNZIONARIO,STATO_ASSEGNAZIONE,TERRITORIO_OPERATIVO,STATO_GIRO,STATO_MERCATO,PRIORITA,SCORE,TIPO_OPPORTUNITA,TARGET,FASE_PROGETTO,OBIETTIVO_COMMERCIALE,COMUNE,DOVE_ANDRE,COSA_CERCO,PREZZO,FONTE,SELLER_SIGNAL,AZIONE,PDF_DA_VERIFICARE,URL,F1_INDIRIZZO_REMOTO_URL
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,27,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Mompantero,INDIRIZZO DA VERIFICARE,A Mompantero centro città: vendita case e affitto appartamento a,PREZZO DA VERIFICARE,Bakeca privati,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://torino.bakeca.it/annunci/case/luogo/Mompantero/annunci/offro-casa/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Vaie,INDIRIZZO DA VERIFICARE,La Dimora Immobiliare - Vendita immobili a Torino e provincia,PREZZO DA VERIFICARE,Capannoni logistica,NON_DETERMINATO,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,https://www.ladimoraimmobiliare.com/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Moncenisio,INDIRIZZO DA VERIFICARE,Il Colle del Moncenisio: cosa vedere e fare • Visit Val di Susa,PREZZO DA VERIFICARE,Capannoni logistica,NON_DETERMINATO,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,https://visitvaldisusa.it/moncenisio-la-porta-delle-alpi/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Bussoleno,INDIRIZZO DA VERIFICARE,Tecnocasa - INDUSTRIALE PROVINCIA TORINO OVEST sas - Subito,PREZZO DA VERIFICARE,Subito privati,INDIZIO_AGENZIA,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,https://www.subito.it/uffici-locali-commerciali/negozio-a-bussoleno-torino-659200349.htm,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Borgone Susa,INDIRIZZO DA VERIFICARE,3 Capannoni in affitto a Borgone Susa - Mitula Case,PREZZO DA VERIFICARE,Capannoni logistica,NON_DETERMINATO,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,https://immobiliare.mitula.it/affitto-capannone-borgone-susa,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Bussoleno,INDIRIZZO DA VERIFICARE,Case affitto Bussoleno - Mioaffitto.it,PREZZO DA VERIFICARE,Uffici e direzionale,NON_DETERMINATO,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,https://www.mioaffitto.it/case-affitto-bussoleno-90-1-0-61786.html,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Susa,INDIRIZZO DA VERIFICARE,Più di cento negozi in vendita a Milano Piazzale Susa,PREZZO DA VERIFICARE,Commerciale negozi/locali,NON_DETERMINATO,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,https://www.caasa.it/milano/milano-zona-p-susa/negozio/in-vendita.html,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Meana di Susa,INDIRIZZO DA VERIFICARE,"Casa indipendente in vendita a Meana di Susa, Valli Susa - Sangone",45000,Idealista,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.idealista.it/immobile/35025247/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiomonte,INDIRIZZO DA VERIFICARE,"Vendita Villa unifamiliare Chiomonte. Da ristrutturare, con balcone",36000,Immobiliare.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.immobiliare.it/annunci/132052058/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,RELISTED,BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Susa,INDIRIZZO DA VERIFICARE,"Trilocale in vendita a Gravere, Valli Susa - Sangone, Torino",75000,Idealista,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.idealista.it/immobile/36672800/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Susa,INDIRIZZO DA VERIFICARE,"Vendita Villa unifamiliare Meana di Susa. Buono stato, con terrazza",45000,Immobiliare.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.immobiliare.it/annunci/132052080/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Borgone Susa,INDIRIZZO DA VERIFICARE,"Vendita Villa unifamiliare Borgone Susa. Ottimo stato, posto auto, con",350000,Immobiliare.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.immobiliare.it/annunci/106559825/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Susa,INDIRIZZO DA VERIFICARE,Vendita Villa unifamiliare in Località Traduerivi 9/3 Susa. Ottimo,90000,Immobiliare.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.immobiliare.it/annunci/132181316/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chianocco,INDIRIZZO DA VERIFICARE,Case a Chianocco. Ville in vendita a Chianocco - Nestoria,PREZZO DA VERIFICARE,Nestoria,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.nestoria.it/case/vendita/chianocco,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villar Focchiardo,INDIRIZZO DA VERIFICARE,Porzione di casa in vendita a Villar Focchiardo Cod. 34221003-1778,PREZZO DA VERIFICARE,Mercato residenziale,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.fcimmobiliare.it/i-671756-vendita-porzione-di-casa-villar-focchiardo/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaglione,INDIRIZZO DA VERIFICARE,Case a Giaglione. Ville in vendita a Giaglione - Nestoria,PREZZO DA VERIFICARE,Nestoria,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.nestoria.it/case/vendita/giaglione,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villar Focchiardo,INDIRIZZO DA VERIFICARE,Monolocali in vendita Villar Focchiardo (TO),PREZZO DA VERIFICARE,Mercato residenziale,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.caseinvendita360.com/monolocale-vendita-villar-focchiardo-to,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Sant'Antonino di Susa,INDIRIZZO DA VERIFICARE,Vendita Appartamento Sant'Antonino di Susa. Quadrilocale in via,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.immobiliare.it/annunci/122250646/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,POSSIBILE_USCITA,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Susa,INDIRIZZO DA VERIFICARE,Vendita Appartamento Milano. Bilocale in piazzale Susa 7. Ottimo stato,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.immobiliare.it/annunci/131901380/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiomonte,INDIRIZZO DA VERIFICARE,Vendita Villa unifamiliare in Villaggio La Quiete 33 Chiomonte. Buono,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.immobiliare.it/annunci/132055808/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Gravere,INDIRIZZO DA VERIFICARE,"Vendita Appartamento Gravere. Trilocale, Buono stato, piano terra",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.immobiliare.it/annunci/132057058/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Salbertrand,INDIRIZZO DA VERIFICARE,"Vendita Rifugio in alpe le selle Salbertrand. Buono stato, 570 m², rif",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.immobiliare.it/annunci/127361401/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,San Didero,INDIRIZZO DA VERIFICARE,Quanto vale una casa a San Didero (TO) — prezzi al m² 2° semestre 2025,PREZZO DA VERIFICARE,Mercato residenziale,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://tuttocalcolo.it/valore-immobili/to/san-didero,
,,DA_VERIFICARE,SI,DA_VERIFICARE,RELISTED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Mompantero,INDIRIZZO DA VERIFICARE,Quanto vale una casa a Mompantero (TO) — prezzi al m² 2° semestre 2025,PREZZO DA VERIFICARE,Mercato residenziale,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://tuttocalcolo.it/valore-immobili/to/mompantero,
,,DA_VERIFICARE,SI,DA_VERIFICARE,POSSIBILE_USCITA,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Bruzolo,INDIRIZZO DA VERIFICARE,Quanto vale una casa a Bruzolo (TO) — prezzi al m² 2° semestre 2025,PREZZO DA VERIFICARE,Mercato residenziale,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://tuttocalcolo.it/valore-immobili/to/bruzolo,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Gravere,INDIRIZZO DA VERIFICARE,"Vendita Appartamento Torino. Trilocale, Ottimo stato, quarto piano, con",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.immobiliare.it/annunci/129565278/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,RELISTED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Meana di Susa,INDIRIZZO DA VERIFICARE,"Valsusa, Vendesi Casa Con Balcone E Cortile: Scopri L'Offerta",PREZZO DA VERIFICARE,Mercato residenziale,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.valsusaoggi.it/valsusa-vendesi-casa-con-balcone-e-cortile-scopri-lofferta/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Venaus,INDIRIZZO DA VERIFICARE,"Asta per appartamento, sv, Centro Venaus, rif. 132132158 - Immobiliare.it",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.immobiliare.it/annunci/132132158/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villar Focchiardo,INDIRIZZO DA VERIFICARE,"VALSUSA, VENDESI CASA INDIPENDENTE CON GIARDINO | ValsusaOggi",PREZZO DA VERIFICARE,Mercato residenziale,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.valsusaoggi.it/valsusa-vendesi-casa-indipendente-con-giardino-3/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,POSSIBILE_USCITA,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Bruzolo,INDIRIZZO DA VERIFICARE,Quotazioni Stime Valutazioni Immobiliari Mq Bruzolo,PREZZO DA VERIFICARE,Mercato residenziale,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://borsinoimmobiliare.it/quotazioni-immobiliari/piemonte/torino-provincia/bruzolo/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,RELISTED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Venaus,INDIRIZZO DA VERIFICARE,"Asta per appartamento, sv, Centro Venaus, rif. 131968464 - Immobiliare.it",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.immobiliare.it/annunci/131968464/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,RELISTED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Venaus,INDIRIZZO DA VERIFICARE,"Asta per appartamento, sv, Centro Venaus, rif. 132131936 - Immobiliare.it",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.immobiliare.it/annunci/132131936/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,POSSIBILE_USCITA,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,San Giorio di Susa,INDIRIZZO DA VERIFICARE,"Appartamento in vendita, San Giorio Di Susa con balcone e posto auto",PREZZO DA VERIFICARE,Wikicasa,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.wikicasa.it/annuncio/30718212,
,,DA_VERIFICARE,SI,DA_VERIFICARE,POSSIBILE_USCITA,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Susa,INDIRIZZO DA VERIFICARE,"Vendita Appartamento Milano. Bilocale in sidoli, 22. Buono stato, con",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.immobiliare.it/annunci/125791585/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chianocco,INDIRIZZO DA VERIFICARE,"Baita, bungalow, chalet, trullo in Vendita a Chianocco - Casa.it",PREZZO DA VERIFICARE,Casa.it,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.casa.it/immobili/54277956/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,POSSIBILE_USCITA,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Meana di Susa,INDIRIZZO DA VERIFICARE,Casa indipendente in vendita a Meana di Susa - idealista,PREZZO DA VERIFICARE,Idealista,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.idealista.it/immobile/33496979/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,POSSIBILE_USCITA,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Meana di Susa,INDIRIZZO DA VERIFICARE,Villetta bifamiliare in vendita a Meana di Susa - idealista,PREZZO DA VERIFICARE,Idealista,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.idealista.it/immobile/36435522/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,11,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Susa,INDIRIZZO DA VERIFICARE,"SUSA, AFFITTASI LOCALE COMMERCIALE RISTRUTTURATO - ValsusaOggi",PREZZO DA VERIFICARE,Commerciale negozi/locali,INDIZIO_AGENZIA,APRI FONTE → VERIFICA UBICAZIONE → CONTATTA,,https://www.valsusaoggi.it/susa-affittasi-locale-commerciale-ristrutturato/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,3,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaglione,INDIRIZZO DA VERIFICARE,Instagram,PREZZO DA VERIFICARE,Tipologie residenziali,INDIZIO_AGENZIA,APRI FONTE E VERIFICA INDIRIZZO,,https://www.instagram.com/p/DZcPoC0jctl/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,3,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Borgone Susa,INDIRIZZO DA VERIFICARE,Case a Borgone Susa. Ville in vendita a Borgone Susa - Nestoria,PREZZO DA VERIFICARE,Nestoria,INDIZIO_AGENZIA,APRI FONTE E VERIFICA INDIRIZZO,,https://www.nestoria.it/case/vendita/borgone-susa,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,3,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaglione,INDIRIZZO DA VERIFICARE,"ValsusaOggi | VALSUSA, VENDESI CASA CON GRANDE AUTORIMESSA: SCOPRI L",PREZZO DA VERIFICARE,Tipologie residenziali,INDIZIO_AGENZIA,APRI FONTE E VERIFICA INDIRIZZO,,https://www.instagram.com/reel/DZcP9_hOjvd/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,3,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Novalesa,INDIRIZZO DA VERIFICARE,"Vendita Terratetto unifamiliare Novalesa. Ottimo stato, con balcone",PREZZO DA VERIFICARE,Immobiliare.it,INDIZIO_AGENZIA,APRI FONTE E VERIFICA INDIRIZZO,,https://www.immobiliare.it/annunci/116964785/,
