id,comune,via,strada,tipologia,titolo,fonte,agenzia,url,stato,attivo,venduto_confermato,prima_rilevazione,ultimo_avvistamento,giorni_mercato,prezzo,prezzo_precedente,mq,prezzo_mq,numero_ribassi,primo_ribasso,ultimo_ribasso,giorni_al_primo_ribasso,ribasso_totale_pct,cross_match,missed_checks
e099c779e47a7c196687,Bruzolo,,,altro,Case in vendita Bruzolo - Immobili - Subito.it,Subito privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/bruzolo/,TRACKED,True,False,2026-08-21T12:20:59.475325+00:00,2026-08-23T17:16:38.786748+00:00,6,,,,,0,,,,0,0,0
2ae7106a7ff4849e088d,Bruzolo,,,casa indipendente,"Vendita Terratetto unifamiliare Bruzolo. Ottimo stato, posto auto ...",Immobiliare.it,,https://www.immobiliare.it/annunci/131842568/,TRACKED,True,False,2026-08-23T09:11:13.222398+00:00,2026-08-23T17:16:38.786752+00:00,4,,,,,0,,,,0,0,0
fb8e03d8101b8a9cea31,Bruzolo,,,casa indipendente,"Casa indipendente in vendita, Bruzolo, Ristrutturato con box, 190 mq ...",Wikicasa,,https://www.wikicasa.it/annuncio/30661366,NEW,True,False,2026-08-22T17:17:15.502464+00:00,2026-08-22T17:17:15.502465+00:00,4,,,190.0,,0,,,,0,0,0
a7b3c939756afeb83408,Bruzolo,,,villa,Villetta bifamiliare in vendita a Bruzolo - idealista,Idealista,,https://www.idealista.it/immobile/36571633/,NEW,True,False,2026-08-21T12:20:59.475319+00:00,2026-08-21T12:20:59.475321+00:00,6,,,,,0,,,,0,0,0
4f5cf204b69e8b17d71a,Bruzolo,Via dei Mille 19,Via dei Mille,rustico/casale,"Rustico, casale in Vendita in Via dei Mille 19 a Bruzolo - 55mq - Casa.it",Casa.it,,https://www.casa.it/immobili/53531383/,TRACKED,True,False,2026-08-21T12:20:59.475314+00:00,2026-08-23T17:16:38.786756+00:00,6,,,55.0,,0,,,,0,0,0
10698c969fa8042304d9,Bussoleno,,,altro,Case in vendita Bussoleno - Immobili - Subito.it,Subito privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/bussoleno/,TRACKED,True,False,2026-08-21T12:20:59.475335+00:00,2026-08-23T17:16:38.786769+00:00,6,,,,,0,,,,0,0,0
19c9ef1d5bdcb15f3a4f,Bussoleno,,,altro,3.510 immobili in vendita a Bussoleno - Nestoria,Nestoria,,https://www.nestoria.it/immobiliare/vendita/bussoleno,TRACKED,True,False,2026-08-21T12:20:59.475330+00:00,2026-08-23T17:16:38.786765+00:00,6,,,,,0,,,,0,0,0
9278e80e6cbc35917400,Bussoleno,"Viale Lungo Dora, Bussoleno 160","Viale Lungo Dora, Bussoleno",altro,"Case in vendita a Centro, Bussoleno",Mercato generale,,https://caseinvenditainaffitto.it/case-in-vendita/centro-bussoleno,TRACKED,True,False,2026-08-23T09:11:13.222408+00:00,2026-08-23T17:16:38.786761+00:00,4,,,,,0,,,,0,0,0
0a1a6405fa7461e888f5,Buttigliera Alta,,,altro,24.555 immobili in vendita a Ferriera Buttigliera Alta,Nestoria,,https://www.nestoria.it/immobiliare/vendita/ferriera_buttigliera-alta,TRACKED,True,False,2026-08-21T12:20:59.475363+00:00,2026-08-23T09:11:13.222431+00:00,6,,,,,0,,,,0,0,0
192f1494fe8063fb7926,Buttigliera Alta,,,altro,Case in vendita Buttigliera Alta - Immobili - Subito.it,Subito privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/buttigliera-alta/,TRACKED,True,False,2026-08-21T12:20:59.475356+00:00,2026-08-23T17:16:38.786778+00:00,6,,,,,0,,,,0,0,0
5d924ed7c79b8294bb53,Buttigliera Alta,,,altro,"19 immobili in vendita a Le Fronde, Buttigliera Alta - Trovit",Trovit,,https://case.trovit.it/fronde,TRACKED,True,False,2026-08-21T12:20:59.475347+00:00,2026-08-23T17:16:38.786773+00:00,6,75000.0,,,,0,,,,0,0,0
759393e92676dd05461a,Buttigliera Alta,,,altro,L'osservatorio del mercato immobiliare a Buttigliera Alta.,Mercato generale,,https://www.mercato-immobiliare.info/piemonte/torino/buttigliera-alta.html,NEW,True,False,2026-08-21T12:20:59.475374+00:00,2026-08-21T12:20:59.475375+00:00,6,,,,,0,,,,0,0,0
899f1b1a99b411684f64,Buttigliera Alta,,,altro,Case in vendita a Buttigliera Alta - Wikicasa,Wikicasa,,https://www.wikicasa.it/vendita-case/buttigliera-alta/,NEW,True,False,2026-08-23T17:16:38.786783+00:00,2026-08-23T17:16:38.786785+00:00,3,,,,,0,,,,0,0,0
c1bee8e431e849082b41,Buttigliera Alta,,,altro,970 Immobili in vendita a Buttigliera Alta - Mitula Case,Mercato generale,,https://immobiliare.mitula.it/buttigliera-alta,NEW,True,False,2026-08-23T17:16:38.786795+00:00,2026-08-23T17:16:38.786796+00:00,3,,,,,0,,,,0,0,0
f0b63c6b7d702cf5af2f,Buttigliera Alta,,,altro,"Prisma Immobili | case in vendita | Buttigliera Alta, Metropolitan City ...",Mercato generale,,https://www.prismaimmobili.it/,TRACKED,True,False,2026-08-21T12:20:59.475368+00:00,2026-08-23T09:11:13.222435+00:00,6,,,,,0,,,,0,0,0
d8ef7bfdf75744bb84fc,Buttigliera Alta,Corso Superga 8,Corso Superga,altro,Immobili in Vendita | Agenzia Tecnorete di Buttigliera Alta,Tecnorete,,https://buttiglieraalta1.tecnorete.it/immobili-in-vendita,NEW,True,False,2026-08-23T17:16:38.786789+00:00,2026-08-23T17:16:38.786791+00:00,3,,,,,0,,,,0,0,0
81ad12948dc002c416d4,Buttigliera Alta,Via Conti Carron 4,Via Conti Carron,villa,"Villa in vendita in Via Conti Carron, 4, Buttigliera Alta - idealista",Idealista,,https://www.idealista.it/immobile/33719415/,TRACKED,True,False,2026-08-19T14:35:19.760278+00:00,2026-08-22T17:17:15.502480+00:00,8,,,,,0,,,,0,0,0
9decd940042d59e0ad55,Buttigliera Alta,Via IV Novembre 5,Via IV Novembre,altro,"Cerco casa, portale dedicato alle ricerca di appartamenti in vendita e ...",Tecnorete,,https://www.tecnorete.it/annunci/immobili/piemonte/torino/buttigliera-alta.html,NEW,True,False,2026-08-23T09:11:13.222426+00:00,2026-08-23T09:11:13.222428+00:00,4,,,,,0,,,,0,0,0
8adf11bd6d953dc9431c,Buttigliera Alta,via Allende 13,via Allende,villa,Vendita Villa unifamiliare in via Allende 13 Buttigliera Alta. Buono ...,Immobiliare.it,,https://www.immobiliare.it/annunci/131629064/,NEW,True,False,2026-08-22T17:17:15.502493+00:00,2026-08-22T17:17:15.502494+00:00,4,,,,,0,,,,0,0,0
6ab96465c7547b817e67,Caprie,,,altro,61 immobili in vendita a Caprie - Trovit,Trovit,,https://case.trovit.it/caprie,NEW,True,False,2026-08-21T12:20:59.475379+00:00,2026-08-21T12:20:59.475381+00:00,6,28000.0,,,,0,,,,0,0,0
c12a87e042743f06ae75,Caprie,,,altro,Case in vendita Caprie - Immobili - Subito.it,Subito privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/caprie/,TRACKED,True,False,2026-08-21T12:20:59.475387+00:00,2026-08-23T17:16:38.786802+00:00,6,,,,,0,,,,0,0,0
371b712dd76612136457,Caselette,,,altro,41 Rustici in vendita a Caselette - Mitula Case,Mercato generale,,https://immobiliare.mitula.it/rustico-caselette,TRACKED,True,False,2026-08-21T12:20:59.475403+00:00,2026-08-23T17:16:38.786817+00:00,6,,,,,0,,,,0,0,0
40faefc3a05b5aff18ff,Caselette,,,altro,Case in vendita Caselette - Immobili - Subito.it,Subito privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/caselette/,TRACKED,True,False,2026-08-21T12:20:59.475408+00:00,2026-08-23T17:16:38.786814+00:00,6,,,,,0,,,,0,0,0
76e1b14153cf314d0f57,Caselette,,,appartamento,Quadrilocale in Vendita a Caselette | Euro 258.000 | Mq 200,Tempocasa,,https://tempocasa.it/it/vendita/torino/caselette/quadrilocale/6578215,NEW,True,False,2026-08-22T17:17:15.502523+00:00,2026-08-22T17:17:15.502525+00:00,4,258000.0,,200.0,1290.0,0,,,,0,0,0
8d9824c2f77f054d9cb0,Caselette,,,appartamento,Vendita Appartamento in Località Favorita 1. Caselette. Buono stato ...,Immobiliare.it,,https://www.immobiliare.it/annunci/126844533/,TRACKED,True,False,2026-08-21T12:20:59.475398+00:00,2026-08-23T17:16:38.786810+00:00,6,,,,,0,,,,0,0,0
6bc10338cc7790c5c3c5,Caselette,,,villa,Vendita Villa a schiera in via San Giovanni Bosco Caselette. Buono ...,Immobiliare.it,,https://www.immobiliare.it/annunci/130528404/,NEW,True,False,2026-08-22T17:17:15.502516+00:00,2026-08-22T17:17:15.502518+00:00,4,,,,,0,,,,0,0,0
7eb7633fa452b0c25637,Caselette,Via Ciriè 15,Via Ciriè,altro,Immobili in vendita a Caselette | Gabetti,Mercato generale,,https://www.gabetti.it/vendita/caselette,TRACKED,True,False,2026-08-21T12:20:59.475393+00:00,2026-08-23T17:16:38.786806+00:00,6,,,,,0,,,,0,0,0
53859003e5efc9f1a70c,Chianocco,,,altro,Casa bifamiliare in Vendita in zona Pavaglione a Chianocco,Casa.it,,https://www.casa.it/immobili/54591479/,TRACKED,True,False,2026-08-21T12:20:59.475428+00:00,2026-08-23T17:16:38.786833+00:00,6,,,,,0,,,,0,0,0
a1ea668f112be24ab116,Chianocco,,,altro,Case a Chianocco. Ville in vendita a Chianocco - Nestoria,Nestoria,,https://www.nestoria.it/case/vendita/chianocco,TRACKED,True,False,2026-08-21T12:20:59.475416+00:00,2026-08-23T17:16:38.786821+00:00,6,,,,,0,,,,0,0,0
d364c8e882bb12849ed6,Chianocco,,,altro,Case in vendita Chianocco - Immobili - Subito.it,Subito privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/chianocco/,TRACKED,True,False,2026-08-21T12:20:59.475423+00:00,2026-08-23T17:16:38.786825+00:00,6,,,,,0,,,,0,0,0
40542bd5412bf2e16b41,Chianocco,,,villa,Villetta bifamiliare in vendita a Chianocco - idealista,Idealista,,https://www.idealista.it/immobile/36203356/,TRACKED,True,False,2026-08-22T17:17:15.502546+00:00,2026-08-23T17:16:38.786828+00:00,4,53000.0,,,,0,,,,0,0,0
51b94506b0079e4b2d9c,Chiusa di San Michele,,,altro,58 immobili in vendita a Chiusa di San Michele - Trovit,Trovit,,https://case.trovit.it/chiusa-san-michele,NEW,True,False,2026-08-21T12:20:59.475439+00:00,2026-08-21T12:20:59.475441+00:00,6,28000.0,,,,0,,,,0,0,0
6c14180f0dc09ba30a71,Chiusa di San Michele,,,altro,Case e appartamenti a Chiusa di San Michele. Immobili in vendita a ...,Nestoria,,https://www.nestoria.it/immobiliare/vendita/chiusa-di-san-michele,TRACKED,True,False,2026-08-21T12:20:59.475434+00:00,2026-08-23T17:16:38.786837+00:00,6,,,,,0,,,,0,0,0
81f71c98d2297e125f38,Chiusa di San Michele,,,altro,Case in vendita Chiusa di San Michele - Immobili - Subito.it,Subito privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/chiusa-di-san-michele/,TRACKED,True,False,2026-08-21T12:20:59.475446+00:00,2026-08-23T17:16:38.786841+00:00,6,,,,,0,,,,0,0,0
0539cd5cdf49fef7b4ec,Chiusa di San Michele,,,appartamento,Appartamento in vendita a Chiusa di San Michele (Torino) - rif. Chiusa 2,Mercato generale,,https://www.denhouseimmobiliare.it/web/immobile_dettaglio.asp?cod_annuncio=371446&language=ita,TRACKED,True,False,2026-08-21T12:20:59.475452+00:00,2026-08-23T17:16:38.786848+00:00,6,,,,,0,,,,0,0,0
5f5f9e6cc112357bba42,Chiusa di San Michele,,,rustico/casale,Cascina/Casale in vendita a Chiusa di San Michele Cod. 34221003-1955,Mercato generale,,https://www.fcimmobiliare.it/i-671934-vendita-cascinacasale-chiusa-di-san-michele/,TRACKED,True,False,2026-08-21T12:20:59.475457+00:00,2026-08-23T17:16:38.786844+00:00,6,,,,,0,,,,0,0,0
511c7fbf1b289686cf65,Chiusa di San Michele,,,villa,Villa in in vendita da privato a Chiusa di San Michele borgata ...,TrovaCasa privati,,https://www.trovacasa.it/annunci/to-tc-3427-72776904,TRACKED,True,False,2026-08-21T12:20:59.475462+00:00,2026-08-23T17:16:38.786852+00:00,6,,,,,0,,,,0,0,0
8a27392532f5e00f6e2d,Chiusa di San Michele,vicolo G. Pietro Riva 13,vicolo G. Pietro Riva,casa indipendente,Vendita Terratetto plurifamiliare in vicolo G. Pietro Riva 13 Chiusa di ...,Immobiliare.it,,https://www.immobiliare.it/annunci/127844320/,TRACKED,True,False,2026-08-22T17:17:15.502572+00:00,2026-08-23T09:11:13.222474+00:00,4,,,,,0,,,,0,0,0
369c8faa870279f34cf4,Coazze,,,altro,110 casas in vendita a Coazze - Trovit,Trovit,,https://case.trovit.it/casa-coazze,TRACKED,True,False,2026-08-22T17:17:15.502584+00:00,2026-08-23T17:16:38.786864+00:00,4,20000.0,,,,0,,,,0,0,0
7af666f251eb1ae977a9,Coazze,,,altro,Case in vendita Coazze - Immobili - Subito.it,Subito privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/coazze/,TRACKED,True,False,2026-08-21T12:20:59.475481+00:00,2026-08-23T17:16:38.786860+00:00,6,,,,,0,,,,0,0,0
9b93ebd08af5840b06a9,Coazze,,,altro,"30 immobili in vendita a Forno, Coazze - Trovit",Trovit,,https://case.trovit.it/forno-coazze,TRACKED,True,False,2026-08-21T12:20:59.475486+00:00,2026-08-23T09:11:13.222486+00:00,6,20000.0,,,,0,,,,0,0,0
5fc55514401c879f86c1,Coazze,,,villa,66 immobili villa in vendita a Coazze - Trovit,Trovit,,https://case.trovit.it/villa-coazze,NEW,True,False,2026-08-21T12:20:59.475472+00:00,2026-08-21T12:20:59.475474+00:00,6,20000.0,,,,0,,,,0,0,0
7b44780d0bc664387b4a,Coazze,via Freinetto 50,via Freinetto,altro,Più di dieci ville in vendita a Coazze. - caasa.it,Mercato generale,Fondocasa TORINO FILADELFIA STADIO OLIMPICO,https://www.caasa.it/torino/coazze/villa/in-vendita.html,TRACKED,True,False,2026-08-21T12:20:59.475467+00:00,2026-08-23T17:16:38.786856+00:00,6,,,,,0,,,,0,0,0
6d0da11f6f37738e7b11,Collegno,,,altro,25 Immobili in vendita gramsci a Collegno - Mitula Case,Mercato generale,,https://immobiliare.mitula.it/gramsci-collegno,TRACKED,True,False,2026-08-21T12:20:59.475494+00:00,2026-08-23T17:16:38.786868+00:00,6,,,,,0,,,,0,0,0
7cda5f3339f0283e1b6b,Collegno,,,altro,"63 immobili in vendita a Leumann, Collegno - Trovit",Trovit,,https://case.trovit.it/leumann,NEW,True,False,2026-08-22T17:17:15.502596+00:00,2026-08-22T17:17:15.502597+00:00,4,95000.0,,,,0,,,,0,0,0
91b05b4a05c686eb412b,Collegno,,,altro,14.022 immobili in vendita a Viale Antonio Gramsci Collegno,Nestoria,,https://www.nestoria.it/immobiliare/vendita/viale-antonio-gramsci_collegno,TRACKED,True,False,2026-08-23T09:11:13.222500+00:00,2026-08-23T17:16:38.786872+00:00,4,,,,,0,,,,0,0,0
cff8c791d6193328e364,Collegno,,,altro,11 appartamentos viale gramsci collegno in vendita a Torino,Trovit,,https://case.trovit.it/appartamento-viale-gramsci-collegno-torino,NEW,True,False,2026-08-21T12:20:59.475499+00:00,2026-08-21T12:20:59.475501+00:00,6,115000.0,,,,0,,,,0,0,0
f44ad5fa03f6ed2409e9,Collegno,viale XXIV Maggio 54,viale XXIV Maggio,altro,Case in Vendita da Privati Collegno - ClickCase.it,Privati generico,,https://www.clickcase.it/annunci/vendita-case-privati-collegno.html,TRACKED,True,False,2026-08-21T12:20:59.475506+00:00,2026-08-23T17:16:38.786876+00:00,6,,,,,0,,,,0,0,0
109b2937ad76b2c31e45,Condove,,,altro,Case e appartamenti a Condove. Immobili in vendita a Condove - Nestoria,Nestoria,,https://www.nestoria.it/immobiliare/vendita/condove,NEW,True,False,2026-08-21T12:20:59.475511+00:00,2026-08-21T12:20:59.475513+00:00,6,,,,,0,,,,0,0,0
26c747e2aec55e38fc2b,Condove,,,altro,163 immobili in vendita a Condove - Trovit,Trovit,,https://case.trovit.it/condove,TRACKED,True,False,2026-08-21T12:20:59.475516+00:00,2026-08-22T17:17:15.502602+00:00,6,21000.0,,,,0,,,,0,0,0
46a26260a54e88462f74,Condove,,,altro,Casa singola in vendita a Condove Cod. BELLAFUGERA,Mercato generale,,https://www.fcimmobiliare.it/i-672094-vendita-casa-singola-condove/,TRACKED,True,False,2026-08-22T17:17:15.502611+00:00,2026-08-23T17:16:38.786886+00:00,4,,,,,0,,,,0,0,0
4c07fb8f9747121faed9,Condove,,,altro,172 Case in vendita a Condove - Mitula Case,Mercato generale,,https://immobiliare.mitula.it/casa-condove,NEW,True,False,2026-08-21T12:20:59.475529+00:00,2026-08-21T12:20:59.475530+00:00,6,,,,,0,,,,0,0,0
a984b5642dca97af5a62,Condove,,,altro,Case in vendita Condove - Immobili - Subito.it,Subito privati,,https://www.subito.it/annunci-piemonte/vendita/immobili/torino/condove/,TRACKED,True,False,2026-08-23T09:11:13.222521+00:00,2026-08-23T17:16:38.786890+00:00,4,,,,,0,,,,0,0,0
c20b4e08b8a9430e80eb,Condove,Borgata Borlera 12,Borgata Borlera,altro,"Proprietà rustica in vendita in Borgata Borlera, 12, Condove ...",Idealista,,https://www.idealista.it/immobile/36228538/,NEW,True,False,2026-08-23T17:16:38.786881+00:00,2026-08-23T17:16:38.786883+00:00,3,,,,,0,,,,0,0,0
